Timestamp,Order Number,Reminder: Tags Match?,Content,Puller,Area,REMINDER: Content,REMINDER: Packaging?,Error or Correct?,Details,Checker,REMINDER: Signed by Checker?
3/11/2024 17:58:31,00552410 12xs ,yes ,112GDPR 1×12 GAINNIE DOUBLE PRIME 168/16, JOE ,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/11/2024 19:03:32,552425,not multiple tags,314C39984PR 100/17,BB/BJ,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 19:06:06,12GDPR 250/16 ,not multiple tags,12GDPR 250/16,DH/JA ,WH 4,,yes,It was Correct,,Calvin,YES
3/11/2024 19:09:20,552424,yes ,18GDPR 99/16 1/16,DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 19:14:40,551970A,not multiple tags,BSHPR 100/16,DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 19:35:40,552425,yes ,"714SB 50/16
514SB 100/16",LE,MDF,,yes,It was Correct,,Calvin,YES
3/11/2024 19:38:51,552424,not multiple tags,16GDPR 420/16,DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 19:46:00,552369,not multiple tags,54ROPT48 50/4,BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 19:48:17,552388,not multiple tags,158ADC 10/16,BB/BJ,Azek Frontier,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 20:11:44,552367,not multiple tags,1800AP 20/8,MJ,AP,Yes,yes,It was Correct,,Calvin,YES
3/11/2024 20:57:37,552403,not multiple tags,112ASSN 340/16,NS,Azek Frontier,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 12:25:23,"551539
(03-08-24)",yes ,1616#2CM 256/16,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:27:58,"551539
(03-08-24)",yes ,1616#2CM 128/16,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:29:19,"551539
(03-08-24)",yes ,1616#2CM 128/16,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:39:50,"552238
(03-08-24)",yes ,"121210CBR 2/10
121210CBR 1/10",Mark,WH 5 (Scott Knight) ,Yes,yes,Not signed correctly. (Signature should be: First name initial/ last name initial.),,Bryan,YES
3/12/2024 12:41:43,"552248
(03-08-24)",yes ,1816#2SYP 192/16,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:42:55,"552275
(03-08-24)",yes ,16VCSPFP 280/16,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:44:30,"552274
(03-08-24)",yes ,8812TC 2/12,DG/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:45:50,"552314
(03-08-24)",yes ,314B713PR 100/16,CP/TW,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:46:51,"552322
(03-08-24)",yes ,168#2SYP 16/8,MJ/TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:48:01,"552295
(03-08-24)",yes ,514CRPR 40/16,CL/NR,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:48:58,"552265
(03-08-24)",yes ,5COLCR 60/16,NR,MDF,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:49:46,"552280
(03-08-24)",yes ,614COLCR 22/16,NR,MDF,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:50:52,"551764
(03-08-24)",yes ,5CR 40/16,JF/RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:51:46,"551760
(03-08-24)",yes ,5CR 50/16,JF/RD,MDF,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:54:10,"0551970B
(03-08-24)",yes ,514CRPR 6/16,DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:55:23,"552288
(03-08-24)",yes ,258CHRPR 10/16,CP/TW,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:56:25,"552288
(03-08-24)",yes ,314BPR 22/16,CP/TW,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:57:35,"552206
(03-08-24)",yes ,18FDPR 30/16,DG/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:58:39,"552227
(03-08-24)",yes ,112#2PWE8 64/8,SN/YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/12/2024 12:59:25,"552204
(03-08-24)",yes ,112EP 12/16,DG/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 13:00:54,"552283
(03-08-24)",yes ,16DPR 171/16,DG/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 13:02:11,"552283
(03-08-24)",yes ,"16DPR 29/16
1417DPR 200/17",DG/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 13:03:15,"552157
(03-08-24)",yes ,668TCC 7/8,DG/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 13:04:00,"552256
(03-08-24)",yes ,34ABM 5/8,DG/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 13:05:06,"552263
(03-08-24)",yes ,34ABM 5/8,DG/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 13:05:54,"552272
(03-08-24)",yes ,14GG 180/8,DG/MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 13:07:23,"552304
(03-08-24)",yes ,QRPR 760/16,CL/NR,WH 4,Yes,yes,It was Correct,NOTE: Bottom of unit was checked and double checked before leaving the warehouse. No damage was seen. ,Bryan,YES
3/12/2024 13:08:47,"552266
(03-08-24)",yes ,16VCWPFJPR2 130/16,CL/NR,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/12/2024 13:09:53,"552278
(03-08-24)",yes ,11212EWP 148/12,SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/12/2024 14:12:53,552462,yes ,1800AP ARK PINE 1X8 11/16 ,MJ,AP,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 14:16:35,00552485,yes ,148#2SYP 1×4 8' SY PINE 384/8 ,Tk,AP,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 14:17:44,00552504,yes ,148×2 SYP 1×4 8' 384/8' ,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 14:20:16,00552418 2xs ,yes ,"188#2 SYP 1×8 8' SY PINE 20/8, 4/8 SYP 1×8 8' ",MJ,AP,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 14:21:29,00552418,yes ,168AP 1×6 8' 24/8,MJ ,AP,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 14:33:11,00552477 3xs ,yes ,"358CR 2xs  3-5/8 CROWN WM MDF 27/16, 73/16 , 314CR 3- 1/4  CROWN WM 51 MDF 150/16 ", BB RD ,MDF,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 14:35:55,00552456 2xs ,yes ,"714COLOR 2×s 7- 1/4 "" GANCY COVE CROWN MDF , 34/16 , 12/16 ",RD BB,MDF,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 14:37:38,552439,yes ,12WPFJPR2 1×2 WHITE PINE FJ PRIME  418/16,JP ,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 14:39:07,00552439,yes ,16VCWPFJOR2 1×6 V- CUT WHITE PINE PRIME 30/16,TW CP,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 14:40:29,00552509,yes ,1416#2 SYP 1×4 16' SY PINE 384/16,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 14:44:25,00552493,yes ,1414×2 SYP 1×4 14' SYP 384/14,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 14:46:25,00552342,yes ,1616#2 2116/122 ARK PINE PATT 116/122,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 14:52:57,00552472,yes ,1614#2 2CM ARK PINE 1X6 14' ARK PINE  60/14,MJ,AP,Yes,yes,Major Count,Short 4 pieces supposed to be 60 was 52 ,Aundra,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/12/2024 14:55:15,00552406,yes ,1816A122 1×8 #122/V-CUT PINE 60/16,MJ,AP,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 15:18:19,00552436/6Times,yes ,128FS/600/8',SHAUN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Rob,YES
3/12/2024 15:29:36,00552279,not multiple tags,1612#2105/256/12,TK,AP,Yes,yes,It was Correct,,Rob,YES
3/12/2024 15:32:00,00551264A,not multiple tags,1612#2117/128/12',TK,AP,Yes,yes,It was Correct,,Rob,YES
3/12/2024 15:33:53,00550982,not multiple tags,1812#2105/192/12',TK,AP,Yes,yes,It was Correct,,Rob,YES
3/12/2024 15:35:19,00552512 3xs ,yes ,"514CRPR 5- 1/4"" CROWN FJ PRIMED 13/16 ",TW CP,WH 4,Yes,yes,Minor Count,"Short 4 pieces supposed to be 13/16 , but it's  9/16  on the crown fj prime ",Aundra,YES
3/12/2024 15:35:31,00552279,not multiple tags,1812#2105/192/12',TK,AP,Yes,yes,It was Correct,,Rob,YES
3/12/2024 15:38:34,00552361,not multiple tags,1800A105/30/8'/35/12'/25/16',MJ/RD,AP,Yes,yes,It was Correct,,Rob,YES
3/12/2024 15:39:37,552529,not multiple tags,12GDPR 25/16,KR/MS,WH 1,,yes,It was Correct,,Calvin,YES
3/12/2024 15:42:45,00552294,not multiple tags,1200AP/64/14',MJ/RD,AP,Yes,yes,It was Correct,,Rob,YES
3/12/2024 15:44:50,00552466,not multiple tags,1416#2Syp/384/16',TK,AP,Yes,yes,It was Correct,,Rob,YES
3/12/2024 15:49:42,552464,yes ,"16DPR 50/16
12DPR 24/16
1417DPR 100/17
12DPR 26/16",KR/MS,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:14:49,552488,not multiple tags,1417DPR 25/17,KR/MS,WH 4,,yes,It was Correct,,Calvin,YES
3/12/2024 16:18:40,552469,not multiple tags,16DPR 50/16,KR/MS,WH 4,,yes,It was Correct,,Calvin,YES
3/12/2024 16:19:08,00552458 2xs ,yes ,"16EPF 1×6 D PINE PLOWED FASCIA 2×S 12/16 , 8/16 ",Gallow ,WH 1,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 16:20:41,00552493,yes ,112DPR 1×12 FJ PRIME DURAPRIME  25/16 ,SAM/ ROSE,WH 1,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 16:24:44,00552451,yes ,16EP 1×6 D PINE 133/16 ,PD,WH 1,Yes,yes, No sign ,No sign ,Aundra,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/12/2024 16:25:21,552473,yes ,"12DPR 150/16
112DPR 50/16",KR/MS,WH 4,Yes,,It was Correct,,Calvin,YES
3/12/2024 16:26:55,552457,not multiple tags,8812TC 4/12,DG,WH 1,,yes,It was Correct,,Calvin,YES
3/12/2024 16:27:47,00552534 2xs,yes ,16DPR 1×6 FJ DURAPRIME 266/16 2×s ,PD ,WH 1,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 16:29:00,552461,yes ,38GG 3/8 GOLD PLY,PD ,WH 1,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 16:29:52,00552438,not multiple tags,1816SPF/50/16',RD/BB,MDF,Yes,yes,It was Correct,,Rob,YES
3/12/2024 16:31:46,552507,yes ,54616APDH 17/16 43/16,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:32:30,00552419,yes ,1417WPFJPR2/78/17'&340/17',JA/DH,WH 4,Yes,yes,It was Correct,,Rob,YES
3/12/2024 16:32:57,00552477 4xs ,yes ,"38GG GOLD PLY 3/8"" 124/8 4×s",PD,WH 1,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 16:33:29,551751,not multiple tags,54612AFW 54/12,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:34:27,00552062,not multiple tags,1616#2CM/90/16',MJ/RD,AP,Yes,yes,It was Correct,,Rob,YES
3/12/2024 16:34:54,00552473,yes ,"14GG 1/4"" GIANNIE GOLDPLY 180/8 ",PD,WH 1,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 16:35:35,552250,not multiple tags,54616ASG,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:36:23,00552508,not multiple tags,12FJPR2/250/16',JA/DH,WH 4,Yes,yes,It was Correct,,Rob,YES
3/12/2024 16:38:38,552113,yes ,54616AGCS 9/16 1/16,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:40:28,552379,not multiple tags,54612AEW 8/12,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:42:01,552433,yes ,"11212ESM 1/12 
54612ESMG 3/12",CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:42:12,00552344,yes ,188#2SYP/20/8'/16/12'34/12'&1800AP/20/8',MJ,AP,Yes,yes,It was Correct,,Rob,YES
3/12/2024 16:47:57,552490,yes ,54612ABR 10/12 52/12,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:48:03,00552478/4Times,yes ,112#3Pine/4Times/16/10'/48/10'24/8'/40/8',YJ/SN,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Rob,YES
3/12/2024 16:50:18,552497,not multiple tags,54612ABR,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:52:33,552460,yes ,"54616ADH 2/16 
54620ADH 2/20 1/20 ",CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:55:01,551396,not multiple tags,54612EBOG 14/12,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:55:47,00552416/4Times,yes ,2616#1TG/4Times/128/16',BOO,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Rob,YES
3/12/2024 16:57:23,551396,not multiple tags,54612EBOG 64/12,JJ,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:59:20,551411A ,yes ,11212RJCS 7/12 5/12,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 16:59:54,00552542,not multiple tags,514crpr/64/16',TW/CP,WH 4,Yes,yes,It was Correct,,Rob,YES
3/12/2024 17:01:03,552187,not multiple tags,54612AFW 1/12,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 17:02:10,55184A,not multiple tags,54612AFW 2/12,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 17:04:39,00552545,yes ,314B713PR/50/16'&214CPR/50/14',TW/CP,WH 4,Yes,yes,It was Correct,,Rob,YES
3/12/2024 17:04:44,552513,not multiple tags,54620ACS 4/20 13/20,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 17:06:26,552502,not multiple tags,54612AWT 20/12,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 17:08:22,552513,yes ,54616ACS 23/16 36/16,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 17:21:52,552444,yes ,W1+WORS6 33/16 42/16,OG,Windsor ,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 17:27:47,00552529/7 Tags,yes ,BSHPR/50/16'/QRPR/40/16'/3BPR/25/16'/514crpr/25/16'/414CRPR/25/16'/134CRPR/25/16'/314CRPR/50/16',NR/CL,WH 4,Yes,yes,It was Correct,,Rob,YES
3/12/2024 17:29:08,552562,not multiple tags,WOCM004,OG,Windsor ,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 17:30:34,552566,yes ,"1x2S4SSE 12/16
WOCS007 12/17
WOBM002 12/16
WOBB002 12/17",OG,Windsor ,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 17:34:25,552499,yes ,"112#3PINE 6/16 
112#3PINE 24/16",SN/YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,,It was Correct,,Calvin,YES
3/12/2024 17:50:52,00552464/8 Tags,yes ,1810#2SYP/16/10'/8/10'/1810AP/24/10'/1612&14'#2CM/24/12'&24/14'/16A105/24/14'&24/10'/161612#2SYP/24/12',MJ,AP,Yes,yes,It was Correct,,Rob,YES
3/12/2024 17:51:09,552493,yes ,"QRPR 80/16
214C324PR 50/14
3BPR 50/16 
414CRPR 25/16
514B2008PRB 25/16
314CRPR 100/16
214CPR 50/14",DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 17:55:23,552575,yes ,"QRPR 200/16
110FJPR2 25/16",DH/JA,WH 4,,yes,It was Correct,,Calvin,YES
3/12/2024 17:56:13,00552552 3xs ,yes ,"4610CBR 4×6 #2 COM CYPRESS RGH 1/10, 4816CBR 4×8 #2 COM CYPRESS RGH 16' 1/16 , 468CBR 4×6 8' COM CYPRESS RGH 2/8 ",Mark,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 17:57:59,00552536 2xs ,yes ,"8812CBR 8×8 12' #2 COM RGH CYPRESS 2/12 , 8812CBR 8×8 12' #2 COM RGH CYPRSS 2/12 ",Mark,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 17:58:26,552511,yes ,"514B5180PR 80/16
BSHPR 650/16
QRPR 640/16
358CRPR 40/16",DH/JA ,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 17:59:14,552525,yes ,126BSCP2 1/2×6 BEL CYP 100/16 ,Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 18:00:41,00552525 2xs ,yes ,"126BSCP2 1/2×6 #2 BEL CYP 100/12 , 50 /10 ",Boo,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/12/2024 18:01:12,552521,not multiple tags,188#2SYP 96/8,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 18:02:27,552485,not multiple tags,168#2SYP 24/8,MJ,AP,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 18:03:03,00552469/5Tags,yes ,14Ap/24/8'/24/10'/1616A117/32/16'/1616#2CM/24/16',MJ,AP,Yes,yes,It was Correct,,Rob,YES
3/12/2024 18:04:06,552521,not multiple tags,168#2SYP 128/8,TK,AP,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 18:06:27,552550,not multiple tags,QRPR 520/16,DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 18:11:16,552545,yes ,"314B713PR 50/16
214CPR 50/14",CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 18:17:33,552548,yes ,"314BPR 11/16 14/16
214C324PR 30/14",CL/NR,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 18:21:35,552561,not multiple tags,414CPR 6/17,CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 18:23:49,551880A,not multiple tags,BSHPR 50/16,DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 18:25:14,551754A,not multiple tags,BSHPR 100/16,DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 18:26:06,551909A,not multiple tags,BSHPR 100/16,DH/JA,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 18:29:05,552560,not multiple tags,126FJPR2 50/16,JA/DH,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 18:36:00,552573,yes ,"514B618PR 10/16
314C344PR 20/17
314C9EPR17 20/17",CL/NR,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 19:04:29,552425,not multiple tags,BSHPR 200/16,BB/BJ,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 19:35:05,552488,yes ,1108SPF 21/8 3/8,SJ/GG,Returns,,yes,It was Correct,,Calvin,YES
3/12/2024 19:55:25,552488,yes ,"1412AFL 20/12
1810A105 24/10
1412AP 24/12
148AFL 24/8 ",TK,AP,Yes,yes,Damage,1 A105 damaged,Calvin,No this is an error and I put a note explaining the error and a yellow sticker if possible and signed it.
3/12/2024 20:14:10,552528,not multiple tags,16WPFJPR2 399/16,JP,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/12/2024 20:15:12,552437,not multiple tags,WM106 10/14 10/16,HH,Stain Grade,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 11:37:05,1,yes ,W1+5/4x8S4SSE 1/16,og,Windsor ,Yes,yes,It was Correct,,Dennis,YES
3/13/2024 11:43:18,552408,yes ,"514sbs  60/16. 200/16
",CG/DC,MDF,Yes,yes,It was Correct,,Dennis,YES
3/13/2024 12:39:43,552462A,not multiple tags,16DPR,MS,WH 1,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 12:47:17,552594,not multiple tags,54620ESM 8/20,CH/JJ,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 12:49:11,552113,yes ,54616AGCS 9/16 1/16,CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 12:52:29,552540,yes ,"54616EFPMG 3/16 
11212EMG 3/12",CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 12:54:04,552592,not multiple tags,54616EFPMG 6/16,JJ,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 12:55:26,552498,not multiple tags,54616AWG 5/16,CH/TRO,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 12:58:44,552577,yes ,"54416APCS 12/16
54616ACS 7/16",CH/TW,AZEK,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 13:03:08,552463,yes ,414CR,BB/RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 13:25:23,552588,yes ,1812#2SYP 18/12,TK,AP,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:28:04,552520,yes ,"148AP 24/8
168#2122 24/8",CP/TW,AP,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:29:20,552615,yes ,"1610AP 24/10
1612AP 40/12",CP/TW,AP,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:30:47,552637,yes ,458FJPR97TX 320/8.083333,JP,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:32:15,552498,yes ,126FJPR2 630/16,CP/TW,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:33:59,552606,yes ,614WSPR 50/16,DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:35:16,552612,yes ,358CRPR 125/16,CL/NR,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:37:15,552620,yes ,"514B2008PR 47/16
514B2008PR 3/16
BSHPR 50/17",DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:39:37,552563,yes ,"BSHPR 100/16
QRPR 200/16
14GDPR 100/16",DH/JA,WH 4,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:41:53,552618,yes ,1416AP 50/16,CP/TW,AP,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:42:46,552573,yes ,"11210EWP 5/10
1128EWP 5/8",SN/YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Calvin,YES
3/13/2024 13:42:54,552520,yes ,"11212EWP 18/12
11212EWP 6/12",SN/YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:44:31,552551,not multiple tags,8CR 5/16,BB/RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 13:44:39,552510,yes ,112#3PINE 25/16,SN/YJ,"Shaun (Longs, Ponderosa Pine, V cut spruce ",Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:47:29,552610,yes ,158ADC 10/16,BJ/DG,Azek Frontier,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:48:25,552561,not multiple tags,PM5PR 1/16,GG/SJ,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 13:49:45,552606,not multiple tags,8COLCR 1/16,JF/RD,MDF,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 13:50:17,552605,yes ,8810TC 12/10,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:51:34,552564,yes ,"101010TC 3/10
101010TC 3/10",MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:52:04,552579,not multiple tags,514B554PR 3/16,CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 13:52:35,552439,yes ,6610TC 4/10,MS,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:53:36,552504,yes ,14GG 180/8,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:53:42,552609,not multiple tags,714BPR 10/16,CP/TW,WH 4,Yes,yes,It was Correct,,Calvin,YES
3/13/2024 13:55:44,552363,yes ,160DPR 266/16,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 13:57:51,552441,yes ,38GG 124/8,PD,WH 1,Yes,yes,It was Correct,,Bryan,YES
3/13/2024 14:49:31,00552518,yes ,"11016AP , 9/16",TW CP,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 14:50:47,00552573,yes ,"8COLOR , 20/16",RD ,MDF,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 14:52:24,00552546 2xs ,yes ,"14MT 1×4 , 10/16 , 16MT 10/16  1×6",JA DH,WH 4,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 14:55:42,00552591,yes ,WOBM001 16' 1/16 ,O.G ,WH 5 (Scott Knight) ,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:12:00,00552604,yes ,11200AP 20/12,TW CP ,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:13:17,00552478,yes ,188#2SYP 1X8 100/8,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:15:06,00552478 3xs ,yes ,168#2SYP  256/8 ,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:16:04,00552478,yes ,"1610#2SYP , 256/10",TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:17:01,00552478,yes ,"1610#2SYP , 256/10",TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:19:04,00552478,yes ,1612#2SYP 256/12 ,TK ,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:20:46,00552473,yes ,1616#2116/122 128/16,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:21:42,552455,yes ,1600#2116/122 128/16,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:23:20,00552455 2xs,yes ,1600#2116/122 2×s 256/16 ,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:24:44,00552473,yes ,1616#2CM 128/16,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:26:07,00552357,yes ,1416#2SYP 384/16,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:26:59,00552357,yes ,1416#2SYP 384/16,TK,AP,Yes,yes,It was Correct,,Aundra,YES
3/13/2024 15:30:59,00552541 3xs ,yes ,214C324PR 36/14' / 314CRPR 32/16 / 414B620PR 32/16,NR CL,WH 4,Yes,yes,It was Correct,,Aundra,YES
